Region,Latitude,Longitude,AgeRange,UserId,Label,Total_Quantity,Total_Value,Total_churn_period,StDev_Quantity,StDev_Value,StDev_churn_period,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_churn_period,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_churn_period,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_churn_period,Total_churn_period_per_Unique_TransactionId,Total_churn_period_per_Unique_ItemId,Total_churn_period_per_Unique_churn_period
Mountain-Prairie,42.660895,-104.472657,41-45,1940848,Churner,9,1101,147,0.755928946018454,126.052521177635,0,0,26,7,7,1,1.125,1.125,4.5,137.625,137.625,550.5,18.375,18.375,73.5
Mountain-Prairie,42.660895,-104.472657,41-45,2030234,Nonchurner,50,5891,462,2.3741027013092,354.166349375972,0,3.27272727272727,16,22,16,1,2.17391304347826,2.94117647058824,25,256.130434782609,346.529411764706,2945.5,20.0869565217391,27.1764705882353,231
Mountain-Prairie,42.660895,-104.472657,41-45,868648,Churner,11,2367,189,0.440958551844098,372.327476826516,0,0,66,9,9,1,1.1,1.1,5.5,236.7,236.7,1183.5,18.9,18.9,94.5
Mountain-Prairie,42.660895,-104.472657,41-45,2151731,Churner,45,3295,777,0.583815759328952,58.7584253750265,0,0,52,37,28,1,1.18421052631579,1.55172413793103,22.5,86.7105263157895,113.620689655172,1647.5,20.4473684210526,26.7931034482759,388.5
Mountain-Prairie,42.660895,-104.472657,41-45,1181388,Nonchurner,26,2716,336,0.885061203156784,123.989515685803,0,3.125,33,16,11,1,1.52941176470588,2.16666666666667,13,159.764705882353,226.333333333333,1358,19.7647058823529,28,168
Mountain-Prairie,42.660895,-104.472657,41-45,1488821,Churner,53,3377,504,2.46680865239609,122.41571338704,0,2.04166666666667,11,24,16,1,2.12,3.11764705882353,26.5,135.08,198.647058823529,1688.5,20.16,29.6470588235294,252
Mountain-Prairie,42.660895,-104.472657,41-45,1579475,Churner,17,1051,315,0.351865775274498,67.1517116755216,0,1.06666666666667,80,15,10,1,1.0625,1.54545454545455,8.5,65.6875,95.5454545454545,525.5,19.6875,28.6363636363636,157.5
Mountain-Prairie,42.660895,-104.472657,41-45,59411,Churner,15,1337,189,1.6583123951777,137.975641972697,0,10,4,9,8,1,1.5,1.66666666666667,7.5,133.7,148.555555555556,668.5,18.9,21,94.5
Mountain-Prairie,42.660895,-104.472657,41-45,2125121,Nonchurner,56,3550,483,3.51394736542204,195.226118012294,0,2.73913043478261,23,23,19,1,2.33333333333333,2.8,28,147.916666666667,177.5,1775,20.125,24.15,241.5
Mountain-Prairie,42.660895,-104.472657,41-45,660679,Churner,79,6334,1029,1.44072213563506,136.065207331847,0,1.71428571428571,3,49,34,1,1.58,2.25714285714286,39.5,126.68,180.971428571429,3167,20.58,29.4,514.5
Mountain-Prairie,42.660895,-104.472657,41-45,1542363,Nonchurner,311,18694,2079,5.87108115240842,341.614116959772,0,0.757575757575758,17,99,56,1,3.11,5.45614035087719,155.5,186.94,327.964912280702,9347,20.79,36.4736842105263,1039.5
Mountain-Prairie,42.660895,-104.472657,41-45,729222,Nonchurner,45,4810,609,1.05513055714013,158.977025325299,0,2.13793103448276,18,29,15,1,1.5,2.8125,22.5,160.333333333333,300.625,2405,20.3,38.0625,304.5
Mountain-Prairie,42.660895,-104.472657,41-45,1973167,Churner,9,1521,189,0,172.615178938586,0,8.55555555555556,16,9,8,1,0.9,1,4.5,152.1,169,760.5,18.9,21,94.5
Mountain-Prairie,42.660895,-104.472657,41-45,1031362,Nonchurner,76,4351,1029,1.10040190555156,85.0872051661893,0,1.77551020408163,3,49,35,1,1.52,2.11111111111111,38,87.02,120.861111111111,2175.5,20.58,28.5833333333333,514.5
Mountain-Prairie,42.660895,-104.472657,41-45,1910551,Churner,18,417,147,2.07019667802706,62.7105975702596,0,0,4,7,6,1,2.25,2.57142857142857,9,52.125,59.5714285714286,208.5,18.375,21,73.5
Mountain-Prairie,42.660895,-104.472657,41-45,2140353,Nonchurner,24,2146,378,0.594088525786005,130.641654268711,0,2.38888888888889,51,18,16,1,1.26315789473684,1.41176470588235,12,112.947368421053,126.235294117647,1073,19.8947368421053,22.2352941176471,189
Mountain-Prairie,42.660895,-104.472657,41-45,1156249,Churner,16,1636,273,0.438529009653515,103.890042957162,0,5.15384615384615,6,13,13,1,1.14285714285714,1.14285714285714,8,116.857142857143,116.857142857143,818,19.5,19.5,136.5
Mountain-Prairie,42.660895,-104.472657,41-45,1745665,Nonchurner,12,968,168,1.0690449676497,91.0651258323248,0,0,74,8,8,1,1.33333333333333,1.33333333333333,6,107.555555555556,107.555555555556,484,18.6666666666667,18.6666666666667,84
Mountain-Prairie,42.660895,-104.472657,41-45,1936971,Churner,34,2952,525,0.568624070307733,99.9824651293082,0,0.28,15,25,17,1,1.30769230769231,1.88888888888889,17,113.538461538462,164,1476,20.1923076923077,29.1666666666667,262.5
Mountain-Prairie,42.660895,-104.472657,41-45,2168678,Churner,12,1591,231,0.301511344577764,110.743191869544,0,2.54545454545455,10,11,9,1,1,1.2,6,132.583333333333,159.1,795.5,19.25,23.1,115.5
Mountain-Prairie,42.660895,-104.472657,41-45,2020792,Churner,8,360,105,0.547722557505166,55.89722712264,0,2.2,43,5,5,1,1.33333333333333,1.33333333333333,4,60,60,180,17.5,17.5,52.5
Mountain-Prairie,42.660895,-104.472657,41-45,683104,Nonchurner,105,8695,1911,0.514739997432942,176.276945220756,0,0.934065934065934,3,91,55,1,1.14130434782609,1.875,52.5,94.5108695652174,155.267857142857,4347.5,20.7717391304348,34.125,955.5
Mountain-Prairie,42.660895,-104.472657,41-45,1350685,Nonchurner,25,2492,378,0.777544316035229,209.49104212836,0,0.722222222222222,3,18,14,1,1.31578947368421,1.66666666666667,12.5,131.157894736842,166.133333333333,1246,19.8947368421053,25.2,189
Mountain-Prairie,42.660895,-104.472657,41-45,1318982,Churner,8,390,126,0.516397779494322,49.8277031379132,0,0,74,6,6,1,1.14285714285714,1.14285714285714,4,55.7142857142857,55.7142857142857,195,18,18,63
Mountain-Prairie,42.660895,-104.472657,41-45,1740783,Nonchurner,3,339,42,0.707106781186548,27.5771644662754,0,16.5,20,2,2,1,1,1,1.5,113,113,169.5,14,14,21
Mountain-Prairie,42.660895,-104.472657,41-45,368674,Nonchurner,49,2584,609,1.19831573098787,92.2223031699515,0,2.37931034482759,25,29,16,1,1.63333333333333,2.88235294117647,24.5,86.1333333333333,152,1292,20.3,35.8235294117647,304.5
Mountain-Prairie,42.660895,-104.472657,41-45,1019957,Churner,11,1279,210,0.316227766016838,173.218198941233,0,0,59,10,10,1,1,1,5.5,116.272727272727,116.272727272727,639.5,19.0909090909091,19.0909090909091,105
Mountain-Prairie,42.660895,-104.472657,41-45,1878318,Nonchurner,33,2158,609,0.441113682386046,75.9047886882824,0,2.31034482758621,1,29,17,1,1.1,1.83333333333333,16.5,71.9333333333333,119.888888888889,1079,20.3,33.8333333333333,304.5
Mountain-Prairie,42.660895,-104.472657,41-45,2076539,Churner,27,2955,546,0.196116135138184,63.7532382284648,0,1.92307692307692,19,26,21,1,1,1.22727272727273,13.5,109.444444444444,134.318181818182,1477.5,20.2222222222222,24.8181818181818,273
Mountain-Prairie,42.660895,-104.472657,41-45,321396,Nonchurner,156,16763,2772,0.491425435906823,145.887727207615,0,0.712121212121212,2,132,58,1,1.17293233082707,2.64406779661017,78,126.037593984962,284.118644067797,8381.5,20.8421052631579,46.9830508474576,1386
Mountain-Prairie,42.660895,-104.472657,41-45,1040333,Churner,113,7368,1869,0.559302425588019,55.674474302558,0,0.617977528089888,23,89,56,1,1.25555555555556,1.98245614035088,56.5,81.8666666666667,129.263157894737,3684,20.7666666666667,32.7894736842105,934.5
Mountain-Prairie,42.660895,-104.472657,41-45,307024,Churner,34,3601,630,0.434172485455305,168.713485619511,0,1.5,29,30,23,1,1.09677419354839,1.41666666666667,17,116.161290322581,150.041666666667,1800.5,20.3225806451613,26.25,315
Mountain-Prairie,42.660895,-104.472657,41-45,326070,Nonchurner,61,2954,798,1.19773375384201,58.9276625769698,0,1.28947368421053,22,38,32,1,1.56410256410256,1.84848484848485,30.5,75.7435897435897,89.5151515151515,1477,20.4615384615385,24.1818181818182,399
Mountain-Prairie,42.660895,-104.472657,41-45,1645262,Nonchurner,159,13222,2331,0.987389778627759,159.444076188529,0,0.693693693693694,10,111,74,1,1.41964285714286,2.12,79.5,118.053571428571,176.293333333333,6611,20.8125,31.08,1165.5
Mountain-Prairie,42.660895,-104.472657,41-45,2123639,Churner,16,1870,315,0.258198889747161,68.8421244242077,0,3.86666666666667,20,15,10,1,1,1.45454545454545,8,116.875,170,935,19.6875,28.6363636363636,157.5
Mountain-Prairie,42.660895,-104.472657,41-45,1291001,Churner,9,774,168,0.353553390593274,60.8786849867364,0,0,59,8,6,1,1,1.28571428571429,4.5,86,110.571428571429,387,18.6666666666667,24,84
Mountain-Prairie,42.660895,-104.472657,41-45,1319279,Churner,6,3544,126,0,554.922216771564,0,0,91,6,5,1,0.857142857142857,1,3,506.285714285714,590.666666666667,1772,18,21,63
Mountain-Prairie,42.660895,-104.472657,41-45,1380484,Nonchurner,26,3894,483,0.45769658728016,154.991036333956,0,0.0869565217391304,3,23,17,1,1.08333333333333,1.44444444444444,13,162.25,216.333333333333,1947,20.125,26.8333333333333,241.5
Mountain-Prairie,42.660895,-104.472657,41-45,1195538,Churner,71,8987,840,1.79010814742774,329.140947713192,0,0.375,69,40,26,1,1.73170731707317,2.62962962962963,35.5,219.19512195122,332.851851851852,4493.5,20.4878048780488,31.1111111111111,420
Mountain-Prairie,42.660895,-104.472657,41-45,1577389,Churner,30,1998,315,2.80305955290694,105.797110411526,0,3.8,37,15,12,1,1.875,2.30769230769231,15,124.875,153.692307692308,999,19.6875,24.2307692307692,157.5
Mountain-Prairie,42.660895,-104.472657,41-45,551373,Nonchurner,32,1190,357,1.36392599419729,77.9294552784761,0,0,69,17,13,1,1.77777777777778,2.28571428571429,16,66.1111111111111,85,595,19.8333333333333,25.5,178.5
Mountain-Prairie,42.660895,-104.472657,41-45,1215151,Nonchurner,44,2994,777,0.46175016319782,71.8688536998617,0,2.27027027027027,5,37,24,1,1.15789473684211,1.76,22,78.7894736842105,119.76,1497,20.4473684210526,31.08,388.5
Mountain-Prairie,42.660895,-104.472657,41-45,1341430,Churner,15,751,273,0.375533808099405,28.4902142444087,0,5.46153846153846,16,13,11,1,1.07142857142857,1.25,7.5,53.6428571428571,62.5833333333333,375.5,19.5,22.75,136.5
Mountain-Prairie,42.660895,-104.472657,41-45,1436082,Churner,7,265,126,0.408248290463863,33.7011374684396,0,0,74,6,5,1,1,1.16666666666667,3.5,37.8571428571429,44.1666666666667,132.5,18,21,63
Mountain-Prairie,42.660895,-104.472657,41-45,1870831,Nonchurner,56,6675,798,0.725476250110012,191.591806561225,0,2.44736842105263,4,38,28,1,1.43589743589744,1.93103448275862,28,171.153846153846,230.172413793103,3337.5,20.4615384615385,27.5172413793103,399
Mountain-Prairie,42.660895,-104.472657,41-45,695671,Nonchurner,34,5093,609,0.384425872219245,157.999415413273,0,2.10344827586207,25,29,18,1,1.13333333333333,1.78947368421053,17,169.766666666667,268.052631578947,2546.5,20.3,32.0526315789474,304.5
Mountain-Prairie,42.660895,-104.472657,41-45,596428,Churner,4,312,63,0.577350269189626,39.1279950930277,0,0,16,3,3,1,1,1,2,78,78,156,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,41-45,1454628,Nonchurner,17,2279,315,0.351865775274498,170.174476291107,0,3.93333333333333,8,15,12,1,1.0625,1.30769230769231,8.5,142.4375,175.307692307692,1139.5,19.6875,24.2307692307692,157.5
Mountain-Prairie,42.660895,-104.472657,41-45,1367034,Churner,58,6319,966,0.800965600834272,147.182027691435,0,0.195652173913043,42,46,31,1,1.23404255319149,1.8125,29,134.446808510638,197.46875,3159.5,20.5531914893617,30.1875,483
Mountain-Prairie,42.660895,-104.472657,41-45,925549,Churner,12,1141,189,0.5,88.121759199669,0,4.44444444444444,54,9,6,1,1.2,1.71428571428571,6,114.1,163,570.5,18.9,27,94.5
Mountain-Prairie,42.660895,-104.472657,41-45,2066967,Churner,26,2122,525,0.2,41.1959949509658,0,0,22,25,20,1,1,1.23809523809524,13,81.6153846153846,101.047619047619,1061,20.1923076923077,25,262.5
Mountain-Prairie,42.660895,-104.472657,41-45,1756647,Churner,57,2800,903,0.892319882653614,77.97655609291,0,1.46511627906977,4,43,26,1,1.29545454545455,2.11111111111111,28.5,63.6363636363636,103.703703703704,1400,20.5227272727273,33.4444444444444,451.5
Mountain-Prairie,42.660895,-104.472657,41-45,1781007,Nonchurner,3,189,63,0,32.5115364140177,0,0,61,3,3,1,0.75,0.75,1.5,47.25,47.25,94.5,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,41-45,1413250,Churner,30,2285,609,0.185695338177052,72.6613373861156,0,0,22,29,24,1,1,1.2,15,76.1666666666667,91.4,1142.5,20.3,24.36,304.5
Mountain-Prairie,42.660895,-104.472657,41-45,1703313,Nonchurner,26,2034,210,1.83787316694536,226.654509477898,0,3.7,14,10,7,1,2.36363636363636,3.25,13,184.909090909091,254.25,1017,19.0909090909091,26.25,105
Mountain-Prairie,42.660895,-104.472657,41-45,1402544,Churner,22,2288,420,0.307793505625546,75.2612292723082,0,0,73,20,17,1,1.04761904761905,1.22222222222222,11,108.952380952381,127.111111111111,1144,20,23.3333333333333,210
Mountain-Prairie,42.660895,-104.472657,41-45,1174243,Churner,1,125,21,0,0,0,0,64,1,1,1,0.5,0.5,0.5,62.5,62.5,62.5,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,41-45,26468,Nonchurner,21,3374,399,0.315301767642306,291.672250573115,0,1.84210526315789,53,19,14,1,1.05,1.4,10.5,168.7,224.933333333333,1687,19.95,26.6,199.5
Mountain-Prairie,42.660895,-104.472657,41-45,1463545,Nonchurner,39,3294,546,1.36381816969859,90.0327803550548,0,3.23076923076923,3,26,21,1,1.44444444444444,1.77272727272727,19.5,122,149.727272727273,1647,20.2222222222222,24.8181818181818,273
Mountain-Prairie,42.660895,-104.472657,41-45,1617887,Churner,43,2949,693,0.58549383455595,57.5335870284796,0,2.12121212121212,15,33,27,1,1.26470588235294,1.53571428571429,21.5,86.7352941176471,105.321428571429,1474.5,20.3823529411765,24.75,346.5
Mountain-Prairie,42.660895,-104.472657,41-45,2025605,Churner,17,1313,294,0.42581531362632,51.3737115824644,0,2.57142857142857,21,14,12,1,1.13333333333333,1.30769230769231,8.5,87.5333333333333,101,656.5,19.6,22.6153846153846,147
Mountain-Prairie,42.660895,-104.472657,41-45,2120461,Nonchurner,10,774,210,0,35.5815182987523,0,0,67,10,10,1,0.909090909090909,0.909090909090909,5,70.3636363636364,70.3636363636364,387,19.0909090909091,19.0909090909091,105
Mountain-Prairie,42.660895,-104.472657,41-45,1723977,Nonchurner,4,193,84,0,23.0416289933387,0,0,72,4,4,1,0.8,0.8,2,38.6,38.6,96.5,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,41-45,825368,Nonchurner,38,2095,504,1.05980583400786,75.2684928405821,0,2.79166666666667,17,24,21,1,1.52,1.72727272727273,19,83.8,95.2272727272727,1047.5,20.16,22.9090909090909,252
Mountain-Prairie,42.660895,-104.472657,41-45,1472967,Churner,22,2419,420,0.307793505625546,179.580644543717,0,0,67,20,17,1,1.04761904761905,1.22222222222222,11,115.190476190476,134.388888888889,1209.5,20,23.3333333333333,210
Mountain-Prairie,42.660895,-104.472657,41-45,1600636,Churner,12,964,252,0,45.8878738851232,0,4.08333333333333,11,12,8,1,0.923076923076923,1.33333333333333,6,74.1538461538462,107.111111111111,482,19.3846153846154,28,126
Mountain-Prairie,42.660895,-104.472657,41-45,439169,Nonchurner,17,1665,231,1.03572548135463,87.9946279352015,0,3,3,11,8,1,1.41666666666667,1.88888888888889,8.5,138.75,185,832.5,19.25,25.6666666666667,115.5
Mountain-Prairie,42.660895,-104.472657,41-45,1383980,Nonchurner,177,13980,1743,3.76041994391178,195.624652591982,0,1.01204819277108,11,83,49,1,2.10714285714286,3.54,88.5,166.428571428571,279.6,6990,20.75,34.86,871.5
Mountain-Prairie,42.660895,-104.472657,41-45,1071498,Churner,3,181,63,0,35.7957166897568,0,0,55,3,2,1,0.75,1,1.5,45.25,60.3333333333333,90.5,15.75,21,31.5
Mountain-Prairie,42.660895,-104.472657,41-45,2136776,Churner,23,1676,399,0.418853908291696,66.7704017488857,0,0,92,19,14,1,1.15,1.53333333333333,11.5,83.8,111.733333333333,838,19.95,26.6,199.5
Mountain-Prairie,42.660895,-104.472657,41-45,1571264,Nonchurner,102,12205,1743,0.476913378769406,140.596889915855,0,0.674698795180723,23,83,56,1,1.21428571428571,1.78947368421053,51,145.297619047619,214.122807017544,6102.5,20.75,30.5789473684211,871.5
Mountain-Prairie,42.660895,-104.472657,41-45,1462616,Churner,38,2993,462,1.80427582575704,191.960679821162,0,2.45454545454545,16,22,18,1,1.65217391304348,2,19,130.130434782609,157.526315789474,1496.5,20.0869565217391,24.3157894736842,231
Mountain-Prairie,42.660895,-104.472657,41-45,1070484,Nonchurner,183,12716,2331,1.69302659941865,89.2980387328844,0,0.828828828828829,4,111,54,1,1.63392857142857,3.32727272727273,91.5,113.535714285714,231.2,6358,20.8125,42.3818181818182,1165.5
Mountain-Prairie,42.660895,-104.472657,41-45,954921,Churner,8,456,168,0,24.945655218609,0,0,66,8,8,1,0.888888888888889,0.888888888888889,4,50.6666666666667,50.6666666666667,228,18.6666666666667,18.6666666666667,84
Mountain-Prairie,42.660895,-104.472657,41-45,1195101,Nonchurner,64,4913,1155,0.420036875084767,82.3274974417226,0,1.25454545454545,20,55,33,1,1.14285714285714,1.88235294117647,32,87.7321428571429,144.5,2456.5,20.625,33.9705882352941,577.5
Mountain-Prairie,42.660895,-104.472657,41-45,537919,Nonchurner,12,1048,231,0.301511344577764,62.9890322343357,0,8.54545454545455,1,11,10,1,1,1.09090909090909,6,87.3333333333333,95.2727272727273,524,19.25,21,115.5
Mountain-Prairie,42.660895,-104.472657,41-45,1804508,Nonchurner,23,1940,336,0.629152869605896,96.1744941932804,0,2.375,20,16,14,1,1.35294117647059,1.53333333333333,11.5,114.117647058824,129.333333333333,970,19.7647058823529,22.4,168
Mountain-Prairie,42.660895,-104.472657,41-45,2067179,Churner,62,5743,1197,0.285400830561533,52.725800373846,0,0.736842105263158,51,57,27,1,1.06896551724138,2.21428571428571,31,99.0172413793103,205.107142857143,2871.5,20.6379310344828,42.75,598.5
Mountain-Prairie,42.660895,-104.472657,41-45,1692754,Nonchurner,7,1846,105,0.547722557505166,421.55153896054,0,0,59,5,5,1,1.16666666666667,1.16666666666667,3.5,307.666666666667,307.666666666667,923,17.5,17.5,52.5
Mountain-Prairie,42.660895,-104.472657,41-45,1265330,Churner,2,185,42,0,79.9030662740799,0,0,9,2,2,1,0.666666666666667,0.666666666666667,1,61.6666666666667,61.6666666666667,92.5,14,14,21
Mountain-Prairie,42.660895,-104.472657,46-50,211338,Nonchurner,101,7612,1911,0.348027759127517,66.9207447701091,0,0.945054945054945,3,91,48,1,1.09782608695652,2.06122448979592,50.5,82.7391304347826,155.34693877551,3806,20.7717391304348,39,955.5
Mountain-Prairie,42.660895,-104.472657,46-50,1907674,Churner,5,341,84,0.5,57.7775908116633,0,0,58,4,4,1,1,1,2.5,68.2,68.2,170.5,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,46-50,64170,Churner,4,226,63,0.577350269189626,33.2465537061112,0,0,79,3,3,1,1,1,2,56.5,56.5,113,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,46-50,243728,Churner,31,4511,525,0.435889894354067,145.480834934823,0,2.76,15,25,21,1,1.19230769230769,1.40909090909091,15.5,173.5,205.045454545455,2255.5,20.1923076923077,23.8636363636364,262.5
Mountain-Prairie,42.660895,-104.472657,46-50,713580,Nonchurner,76,3437,1092,1.07487415517915,55.6506116152584,0,1.65384615384615,8,52,36,1,1.43396226415094,2.05405405405405,38,64.8490566037736,92.8918918918919,1718.5,20.6037735849057,29.5135135135135,546
Mountain-Prairie,42.660895,-104.472657,46-50,2068084,Churner,76,5037,966,0.924178705767038,94.9895315869655,0,1.95652173913043,3,46,33,1,1.61702127659574,2.23529411764706,38,107.170212765957,148.147058823529,2518.5,20.5531914893617,28.4117647058824,483
Mountain-Prairie,42.660895,-104.472657,46-50,1467772,Nonchurner,32,2489,462,1.14339814035152,65.1103791408211,0,0,17,22,20,1,1.39130434782609,1.52380952380952,16,108.217391304348,118.52380952381,1244.5,20.0869565217391,22,231
Mountain-Prairie,42.660895,-104.472657,46-50,1848960,Churner,15,1102,210,0.849836585598797,71.5321217666892,0,0,67,10,10,1,1.36363636363636,1.36363636363636,7.5,100.181818181818,100.181818181818,551,19.0909090909091,19.0909090909091,105
Mountain-Prairie,42.660895,-104.472657,46-50,2010458,Nonchurner,17,1295,231,0.934198732993828,56.1517424646661,0,2.54545454545455,1,11,8,1,1.41666666666667,1.88888888888889,8.5,107.916666666667,143.888888888889,647.5,19.25,25.6666666666667,115.5
Mountain-Prairie,42.660895,-104.472657,46-50,1122152,Churner,102,14963,1407,1.13295281876707,475.388402226544,0,0.746268656716418,42,67,41,1,1.5,2.42857142857143,51,220.044117647059,356.261904761905,7481.5,20.6911764705882,33.5,703.5
Mountain-Prairie,42.660895,-104.472657,46-50,1991505,Churner,51,2623,672,0.979116619631548,44.5294280187543,0,2.125,8,32,24,1,1.54545454545455,2.04,25.5,79.4848484848485,104.92,1311.5,20.3636363636364,26.88,336
Mountain-Prairie,42.660895,-104.472657,46-50,1849226,Nonchurner,79,5943,1155,1.10157524185505,127.801121275702,0,1.36363636363636,16,55,37,1,1.41071428571429,2.07894736842105,39.5,106.125,156.394736842105,2971.5,20.625,30.3947368421053,577.5
Mountain-Prairie,42.660895,-104.472657,46-50,1925548,Churner,5,209,84,0.5,49.2028115727818,0,0,54,4,4,1,1,1,2.5,41.8,41.8,104.5,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,46-50,1211412,Churner,77,4600,1428,0.382622988312582,68.2295871186727,0,1.16176470588235,15,68,49,1,1.11594202898551,1.54,38.5,66.6666666666667,92,2300,20.695652173913,28.56,714
Mountain-Prairie,42.660895,-104.472657,46-50,1484526,Churner,15,1368,189,1.6583123951777,118.400802362146,0,1.44444444444444,67,9,9,1,1.5,1.5,7.5,136.8,136.8,684,18.9,18.9,94.5
Mountain-Prairie,42.660895,-104.472657,46-50,1990836,Churner,81,5897,1386,0.489755183597009,80.6808513025226,0,0.742424242424242,24,66,38,1,1.2089552238806,2.07692307692308,40.5,88.0149253731343,151.205128205128,2948.5,20.6865671641791,35.5384615384615,693
Mountain-Prairie,42.660895,-104.472657,46-50,2171364,Churner,4,252,42,1.4142135623731,25.4558441227157,0,0,2,2,2,1,1.33333333333333,1.33333333333333,2,84,84,126,14,14,21
Mountain-Prairie,42.660895,-104.472657,46-50,2082257,Nonchurner,52,4342,840,0.6076436202502,95.4731671257723,0,1.775,18,40,36,1,1.26829268292683,1.40540540540541,26,105.90243902439,117.351351351351,2171,20.4878048780488,22.7027027027027,420
Mountain-Prairie,42.660895,-104.472657,46-50,1505344,Churner,46,6250,903,0.337733963858094,134.159088881701,0,1.51162790697674,17,43,32,1,1.04545454545455,1.39393939393939,23,142.045454545455,189.393939393939,3125,20.5227272727273,27.3636363636364,451.5
Mountain-Prairie,42.660895,-104.472657,46-50,1098488,Nonchurner,33,2592,588,0.475594865605671,54.1817439333709,0,2.35714285714286,24,28,24,1,1.13793103448276,1.32,16.5,89.3793103448276,103.68,1296,20.2758620689655,23.52,294
Mountain-Prairie,42.660895,-104.472657,46-50,1985634,Nonchurner,92,6324,1701,0.440258061247977,51.3382843932717,0,0.802469135802469,2,81,51,1,1.1219512195122,1.76923076923077,46,77.1219512195122,121.615384615385,3162,20.7439024390244,32.7115384615385,850.5
Mountain-Prairie,42.660895,-104.472657,46-50,2080161,Churner,5,420,84,0.5,68.3861584435525,0,0,85,4,4,1,1,1,2.5,84,84,210,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,46-50,128575,Churner,76,5157,1197,0.912870929175277,100.188590964234,0,0.684210526315789,15,57,33,1,1.31034482758621,2.23529411764706,38,88.9137931034483,151.676470588235,2578.5,20.6379310344828,35.2058823529412,598.5
Mountain-Prairie,42.660895,-104.472657,46-50,1188516,Nonchurner,78,6114,1029,1.36806382872137,155.054864659003,0,1.6530612244898,16,49,28,1,1.56,2.68965517241379,39,122.28,210.827586206897,3057,20.58,35.4827586206897,514.5
Mountain-Prairie,42.660895,-104.472657,46-50,1932157,Nonchurner,28,1412,441,0.577350269189626,87.8173700140836,0,3.42857142857143,3,21,18,1,1.27272727272727,1.47368421052632,14,64.1818181818182,74.3157894736842,706,20.0454545454545,23.2105263157895,220.5
Mountain-Prairie,42.660895,-104.472657,46-50,1419863,Nonchurner,31,2062,252,5.48482755730144,163.15738822785,0,1.5,76,12,12,1,2.38461538461538,2.38461538461538,15.5,158.615384615385,158.615384615385,1031,19.3846153846154,19.3846153846154,126
Mountain-Prairie,42.660895,-104.472657,46-50,1160482,Churner,27,6909,504,0.337831962346088,384.476754824008,0,3.20833333333333,17,24,16,1,1.08,1.58823529411765,13.5,276.36,406.411764705882,3454.5,20.16,29.6470588235294,252
Mountain-Prairie,42.660895,-104.472657,46-50,1267839,Churner,4,296,84,0,51.6720427310552,0,0,94,4,4,1,0.8,0.8,2,59.2,59.2,148,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,46-50,1013573,Nonchurner,11,1191,210,0.316227766016838,91.6799384331769,0,0,17,10,9,1,1,1.1,5.5,108.272727272727,119.1,595.5,19.0909090909091,21,105
Mountain-Prairie,42.660895,-104.472657,46-50,1993370,Nonchurner,2,30,21,0,0,0,0,87,1,1,1,1,1,1,15,15,15,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,46-50,1815757,Churner,2,918,42,0,480.832611206852,0,0,16,2,2,1,0.666666666666667,0.666666666666667,1,306,306,459,14,14,21
Mountain-Prairie,42.660895,-104.472657,46-50,1730753,Churner,19,1134,336,0.403112887414928,41.4469540497248,0,0,57,16,14,1,1.11764705882353,1.26666666666667,9.5,66.7058823529412,75.6,567,19.7647058823529,22.4,168
Mountain-Prairie,42.660895,-104.472657,46-50,955027,Churner,2,30,21,0,0,0,0,90,1,1,1,1,1,1,15,15,15,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,46-50,2003894,Churner,8,406,126,0.516397779494322,24.5655585457906,0,0,16,6,6,1,1.14285714285714,1.14285714285714,4,58,58,203,18,18,63
Mountain-Prairie,42.660895,-104.472657,46-50,196093,Nonchurner,13,1045,252,0.288675134594813,74.005476865301,0,0,72,12,11,1,1,1.08333333333333,6.5,80.3846153846154,87.0833333333333,522.5,19.3846153846154,21,126
Mountain-Prairie,42.660895,-104.472657,46-50,1967852,Churner,7,469,147,0,9.50438495292217,0,0,30,7,4,1,0.875,1.4,3.5,58.625,93.8,234.5,18.375,29.4,73.5
Mountain-Prairie,42.660895,-104.472657,46-50,2069371,Churner,2,192,21,0,0,0,0,39,1,1,1,1,1,1,96,96,96,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,46-50,1079753,Churner,36,3720,546,0.571098805946787,92.0860133036166,0,2.23076923076923,18,26,21,1,1.33333333333333,1.63636363636364,18,137.777777777778,169.090909090909,1860,20.2222222222222,24.8181818181818,273
